image_id,patient_id,image_path,processed_path,width,height,format,composition_label,label_source
US_00023,,gallstones\1Gallstones\a1 (3).jpg,gallstones\1Gallstones\a1 (3).jpg,1200,900,JPEG,,
US_00024,,gallstones\1Gallstones\a1 (30).jpg,gallstones\1Gallstones\a1 (30).jpg,1200,900,JPEG,,
US_00025,,gallstones\1Gallstones\a1 (31).jpg,gallstones\1Gallstones\a1 (31).jpg,1200,900,JPEG,,
US_00026,,gallstones\1Gallstones\a1 (32).jpg,gallstones\1Gallstones\a1 (32).jpg,1200,900,JPEG,,
US_00027,,gallstones\1Gallstones\a1 (33).jpg,gallstones\1Gallstones\a1 (33).jpg,1200,900,JPEG,,
US_00028,,gallstones\1Gallstones\a1 (34).jpg,gallstones\1Gallstones\a1 (34).jpg,1200,900,JPEG,,
US_00029,,gallstones\1Gallstones\a1 (35).jpg,gallstones\1Gallstones\a1 (35).jpg,1200,900,JPEG,,
US_00030,,gallstones\1Gallstones\a1 (36).jpg,gallstones\1Gallstones\a1 (36).jpg,1200,900,JPEG,,
US_00031,,gallstones\1Gallstones\a1 (37).jpg,gallstones\1Gallstones\a1 (37).jpg,1200,900,JPEG,,
US_00032,,gallstones\1Gallstones\a1 (38).jpg,gallstones\1Gallstones\a1 (38).jpg,1200,900,JPEG,,
US_00033,,gallstones\1Gallstones\a1 (39).jpg,gallstones\1Gallstones\a1 (39).jpg,1200,900,JPEG,,
US_00034,,gallstones\1Gallstones\a1 (4).jpg,gallstones\1Gallstones\a1 (4).jpg,1200,900,JPEG,,
US_00035,,gallstones\1Gallstones\a1 (40).jpg,gallstones\1Gallstones\a1 (40).jpg,1200,900,JPEG,,
US_00036,,gallstones\1Gallstones\a1 (41).jpg,gallstones\1Gallstones\a1 (41).jpg,1200,900,JPEG,,
US_00037,,gallstones\1Gallstones\a1 (42).jpg,gallstones\1Gallstones\a1 (42).jpg,1200,900,JPEG,,
US_00038,,gallstones\1Gallstones\a1 (43).jpg,gallstones\1Gallstones\a1 (43).jpg,1200,900,JPEG,,
US_00039,,gallstones\1Gallstones\a1 (44).jpg,gallstones\1Gallstones\a1 (44).jpg,1200,900,JPEG,,
US_00040,,gallstones\1Gallstones\a1 (45).jpg,gallstones\1Gallstones\a1 (45).jpg,1200,900,JPEG,,
US_00041,,gallstones\1Gallstones\a1 (46).jpg,gallstones\1Gallstones\a1 (46).jpg,1200,900,JPEG,,
US_00042,,gallstones\1Gallstones\a1 (47).jpg,gallstones\1Gallstones\a1 (47).jpg,1200,900,JPEG,,
US_00043,,gallstones\1Gallstones\a1 (48).jpg,gallstones\1Gallstones\a1 (48).jpg,1200,900,JPEG,,
US_00044,,gallstones\1Gallstones\a1 (5).jpg,gallstones\1Gallstones\a1 (5).jpg,1200,900,JPEG,,
US_00045,,gallstones\1Gallstones\a1 (6).jpg,gallstones\1Gallstones\a1 (6).jpg,1200,900,JPEG,,
US_00046,,gallstones\1Gallstones\a1 (7).jpg,gallstones\1Gallstones\a1 (7).jpg,1200,900,JPEG,,
US_00047,,gallstones\1Gallstones\a1 (8).jpg,gallstones\1Gallstones\a1 (8).jpg,1200,900,JPEG,,
US_00048,,gallstones\1Gallstones\a1 (9).jpg,gallstones\1Gallstones\a1 (9).jpg,1200,900,JPEG,,
US_00049,,gallstones\1Gallstones\a10 (1).jpg,gallstones\1Gallstones\a10 (1).jpg,1200,900,JPEG,,
US_00050,,gallstones\1Gallstones\a10 (10).jpg,gallstones\1Gallstones\a10 (10).jpg,1200,900,JPEG,,
US_00051,,gallstones\1Gallstones\a10 (11).jpg,gallstones\1Gallstones\a10 (11).jpg,1200,900,JPEG,,
US_00052,,gallstones\1Gallstones\a10 (12).jpg,gallstones\1Gallstones\a10 (12).jpg,1200,900,JPEG,,
US_00053,,gallstones\1Gallstones\a10 (13).jpg,gallstones\1Gallstones\a10 (13).jpg,1200,900,JPEG,,
US_00054,,gallstones\1Gallstones\a10 (14).jpg,gallstones\1Gallstones\a10 (14).jpg,1200,900,JPEG,,
US_00055,,gallstones\1Gallstones\a10 (15).jpg,gallstones\1Gallstones\a10 (15).jpg,1200,900,JPEG,,
US_00056,,gallstones\1Gallstones\a10 (16).jpg,gallstones\1Gallstones\a10 (16).jpg,1200,900,JPEG,,
US_00057,,gallstones\1Gallstones\a10 (17).jpg,gallstones\1Gallstones\a10 (17).jpg,1200,900,JPEG,,
US_00058,,gallstones\1Gallstones\a10 (18).jpg,gallstones\1Gallstones\a10 (18).jpg,1200,900,JPEG,,
US_00059,,gallstones\1Gallstones\a10 (19).jpg,gallstones\1Gallstones\a10 (19).jpg,1200,900,JPEG,,
US_00060,,gallstones\1Gallstones\a10 (2).jpg,gallstones\1Gallstones\a10 (2).jpg,1200,900,JPEG,,
US_00061,,gallstones\1Gallstones\a10 (20).jpg,gallstones\1Gallstones\a10 (20).jpg,1200,900,JPEG,,
US_00062,,gallstones\1Gallstones\a10 (21).jpg,gallstones\1Gallstones\a10 (21).jpg,1200,900,JPEG,,
US_00063,,gallstones\1Gallstones\a10 (22).jpg,gallstones\1Gallstones\a10 (22).jpg,1200,900,JPEG,,
US_00064,,gallstones\1Gallstones\a10 (23).jpg,gallstones\1Gallstones\a10 (23).jpg,1200,900,JPEG,,
US_00065,,gallstones\1Gallstones\a10 (24).jpg,gallstones\1Gallstones\a10 (24).jpg,1200,900,JPEG,,
US_00066,,gallstones\1Gallstones\a10 (3).jpg,gallstones\1Gallstones\a10 (3).jpg,1200,900,JPEG,,
US_00067,,gallstones\1Gallstones\a10 (4).jpg,gallstones\1Gallstones\a10 (4).jpg,1200,900,JPEG,,
US_00068,,gallstones\1Gallstones\a10 (5).jpg,gallstones\1Gallstones\a10 (5).jpg,1200,900,JPEG,,
US_00069,,gallstones\1Gallstones\a10 (6).jpg,gallstones\1Gallstones\a10 (6).jpg,1200,900,JPEG,,
US_00070,,gallstones\1Gallstones\a10 (7).jpg,gallstones\1Gallstones\a10 (7).jpg,1200,900,JPEG,,
US_00071,,gallstones\1Gallstones\a10 (8).jpg,gallstones\1Gallstones\a10 (8).jpg,1200,900,JPEG,,
US_00072,,gallstones\1Gallstones\a10 (9).jpg,gallstones\1Gallstones\a10 (9).jpg,1200,900,JPEG,,
US_00073,,gallstones\1Gallstones\a11 (1).jpg,gallstones\1Gallstones\a11 (1).jpg,1200,900,JPEG,,
US_00074,,gallstones\1Gallstones\a11 (10).jpg,gallstones\1Gallstones\a11 (10).jpg,1200,900,JPEG,,
US_00075,,gallstones\1Gallstones\a11 (11).jpg,gallstones\1Gallstones\a11 (11).jpg,1200,900,JPEG,,
US_00076,,gallstones\1Gallstones\a11 (12).jpg,gallstones\1Gallstones\a11 (12).jpg,1200,900,JPEG,,
US_00077,,gallstones\1Gallstones\a11 (13).jpg,gallstones\1Gallstones\a11 (13).jpg,1200,900,JPEG,,
US_00078,,gallstones\1Gallstones\a11 (14).jpg,gallstones\1Gallstones\a11 (14).jpg,1200,900,JPEG,,
US_00079,,gallstones\1Gallstones\a11 (15).jpg,gallstones\1Gallstones\a11 (15).jpg,1200,900,JPEG,,
US_00080,,gallstones\1Gallstones\a11 (16).jpg,gallstones\1Gallstones\a11 (16).jpg,1200,900,JPEG,,
US_00081,,gallstones\1Gallstones\a11 (17).jpg,gallstones\1Gallstones\a11 (17).jpg,1200,900,JPEG,,
US_00082,,gallstones\1Gallstones\a11 (18).jpg,gallstones\1Gallstones\a11 (18).jpg,1200,900,JPEG,,
US_00083,,gallstones\1Gallstones\a11 (19).jpg,gallstones\1Gallstones\a11 (19).jpg,1200,900,JPEG,,
US_00084,,gallstones\1Gallstones\a11 (2).jpg,gallstones\1Gallstones\a11 (2).jpg,1200,900,JPEG,,
US_00085,,gallstones\1Gallstones\a11 (20).jpg,gallstones\1Gallstones\a11 (20).jpg,1200,900,JPEG,,
US_00086,,gallstones\1Gallstones\a11 (21).jpg,gallstones\1Gallstones\a11 (21).jpg,1200,900,JPEG,,
US_00087,,gallstones\1Gallstones\a11 (22).jpg,gallstones\1Gallstones\a11 (22).jpg,1200,900,JPEG,,
US_00088,,gallstones\1Gallstones\a11 (23).jpg,gallstones\1Gallstones\a11 (23).jpg,1200,900,JPEG,,
US_00089,,gallstones\1Gallstones\a11 (24).jpg,gallstones\1Gallstones\a11 (24).jpg,1200,900,JPEG,,
US_00090,,gallstones\1Gallstones\a11 (3).jpg,gallstones\1Gallstones\a11 (3).jpg,1200,900,JPEG,,
US_00091,,gallstones\1Gallstones\a11 (4).jpg,gallstones\1Gallstones\a11 (4).jpg,1200,900,JPEG,,
US_00092,,gallstones\1Gallstones\a11 (5).jpg,gallstones\1Gallstones\a11 (5).jpg,1200,900,JPEG,,
US_00093,,gallstones\1Gallstones\a11 (6).jpg,gallstones\1Gallstones\a11 (6).jpg,1200,900,JPEG,,
US_00094,,gallstones\1Gallstones\a11 (7).jpg,gallstones\1Gallstones\a11 (7).jpg,1200,900,JPEG,,
US_00095,,gallstones\1Gallstones\a11 (8).jpg,gallstones\1Gallstones\a11 (8).jpg,1200,900,JPEG,,
US_00096,,gallstones\1Gallstones\a11 (9).jpg,gallstones\1Gallstones\a11 (9).jpg,1200,900,JPEG,,
US_00097,,gallstones\1Gallstones\a12 (1).jpg,gallstones\1Gallstones\a12 (1).jpg,1200,900,JPEG,,
US_00098,,gallstones\1Gallstones\a12 (10).jpg,gallstones\1Gallstones\a12 (10).jpg,1200,900,JPEG,,
US_00099,,gallstones\1Gallstones\a12 (11).jpg,gallstones\1Gallstones\a12 (11).jpg,1200,900,JPEG,,
US_00100,,gallstones\1Gallstones\a12 (12).jpg,gallstones\1Gallstones\a12 (12).jpg,1200,900,JPEG,,
US_00101,,gallstones\1Gallstones\a12 (13).jpg,gallstones\1Gallstones\a12 (13).jpg,1200,900,JPEG,,
US_00102,,gallstones\1Gallstones\a12 (14).jpg,gallstones\1Gallstones\a12 (14).jpg,1200,900,JPEG,,
US_00103,,gallstones\1Gallstones\a12 (15).jpg,gallstones\1Gallstones\a12 (15).jpg,1200,900,JPEG,,
US_00104,,gallstones\1Gallstones\a12 (16).jpg,gallstones\1Gallstones\a12 (16).jpg,1200,900,JPEG,,
US_00105,,gallstones\1Gallstones\a12 (17).jpg,gallstones\1Gallstones\a12 (17).jpg,1200,900,JPEG,,
US_00106,,gallstones\1Gallstones\a12 (18).jpg,gallstones\1Gallstones\a12 (18).jpg,1200,900,JPEG,,
US_00107,,gallstones\1Gallstones\a12 (19).jpg,gallstones\1Gallstones\a12 (19).jpg,1200,900,JPEG,,
US_00108,,gallstones\1Gallstones\a12 (2).jpg,gallstones\1Gallstones\a12 (2).jpg,1200,900,JPEG,,
US_00109,,gallstones\1Gallstones\a12 (20).jpg,gallstones\1Gallstones\a12 (20).jpg,1200,900,JPEG,,
US_00110,,gallstones\1Gallstones\a12 (21).jpg,gallstones\1Gallstones\a12 (21).jpg,1200,900,JPEG,,
US_00111,,gallstones\1Gallstones\a12 (22).jpg,gallstones\1Gallstones\a12 (22).jpg,1200,900,JPEG,,
US_00112,,gallstones\1Gallstones\a12 (23).jpg,gallstones\1Gallstones\a12 (23).jpg,1200,900,JPEG,,
US_00113,,gallstones\1Gallstones\a12 (24).jpg,gallstones\1Gallstones\a12 (24).jpg,1200,900,JPEG,,
US_00114,,gallstones\1Gallstones\a12 (3).jpg,gallstones\1Gallstones\a12 (3).jpg,1200,900,JPEG,,
US_00115,,gallstones\1Gallstones\a12 (4).jpg,gallstones\1Gallstones\a12 (4).jpg,1200,900,JPEG,,
US_00116,,gallstones\1Gallstones\a12 (5).jpg,gallstones\1Gallstones\a12 (5).jpg,1200,900,JPEG,,
US_00117,,gallstones\1Gallstones\a12 (6).jpg,gallstones\1Gallstones\a12 (6).jpg,1200,900,JPEG,,
US_00118,,gallstones\1Gallstones\a12 (7).jpg,gallstones\1Gallstones\a12 (7).jpg,1200,900,JPEG,,
US_00119,,gallstones\1Gallstones\a12 (8).jpg,gallstones\1Gallstones\a12 (8).jpg,1200,900,JPEG,,
US_00120,,gallstones\1Gallstones\a12 (9).jpg,gallstones\1Gallstones\a12 (9).jpg,1200,900,JPEG,,
US_00121,,gallstones\1Gallstones\a13 (1).jpg,gallstones\1Gallstones\a13 (1).jpg,1200,900,JPEG,,
US_00122,,gallstones\1Gallstones\a13 (10).jpg,gallstones\1Gallstones\a13 (10).jpg,1200,900,JPEG,,
US_00123,,gallstones\1Gallstones\a13 (11).jpg,gallstones\1Gallstones\a13 (11).jpg,1200,900,JPEG,,
US_00124,,gallstones\1Gallstones\a13 (12).jpg,gallstones\1Gallstones\a13 (12).jpg,1200,900,JPEG,,
US_00125,,gallstones\1Gallstones\a13 (13).jpg,gallstones\1Gallstones\a13 (13).jpg,1200,900,JPEG,,
US_00126,,gallstones\1Gallstones\a13 (14).jpg,gallstones\1Gallstones\a13 (14).jpg,1200,900,JPEG,,
US_00127,,gallstones\1Gallstones\a13 (15).jpg,gallstones\1Gallstones\a13 (15).jpg,1200,900,JPEG,,
US_00128,,gallstones\1Gallstones\a13 (16).jpg,gallstones\1Gallstones\a13 (16).jpg,1200,900,JPEG,,
US_00129,,gallstones\1Gallstones\a13 (17).jpg,gallstones\1Gallstones\a13 (17).jpg,1200,900,JPEG,,
US_00130,,gallstones\1Gallstones\a13 (18).jpg,gallstones\1Gallstones\a13 (18).jpg,1200,900,JPEG,,
US_00131,,gallstones\1Gallstones\a13 (19).jpg,gallstones\1Gallstones\a13 (19).jpg,1200,900,JPEG,,
US_00132,,gallstones\1Gallstones\a13 (2).jpg,gallstones\1Gallstones\a13 (2).jpg,1200,900,JPEG,,
US_00133,,gallstones\1Gallstones\a13 (20).jpg,gallstones\1Gallstones\a13 (20).jpg,1200,900,JPEG,,
US_00134,,gallstones\1Gallstones\a13 (21).jpg,gallstones\1Gallstones\a13 (21).jpg,1200,900,JPEG,,
US_00135,,gallstones\1Gallstones\a13 (22).jpg,gallstones\1Gallstones\a13 (22).jpg,1200,900,JPEG,,
US_00136,,gallstones\1Gallstones\a13 (23).jpg,gallstones\1Gallstones\a13 (23).jpg,1200,900,JPEG,,
US_00137,,gallstones\1Gallstones\a13 (24).jpg,gallstones\1Gallstones\a13 (24).jpg,1200,900,JPEG,,
US_00138,,gallstones\1Gallstones\a13 (3).jpg,gallstones\1Gallstones\a13 (3).jpg,1200,900,JPEG,,
US_00139,,gallstones\1Gallstones\a13 (4).jpg,gallstones\1Gallstones\a13 (4).jpg,1200,900,JPEG,,
US_00140,,gallstones\1Gallstones\a13 (5).jpg,gallstones\1Gallstones\a13 (5).jpg,1200,900,JPEG,,
US_00141,,gallstones\1Gallstones\a13 (6).jpg,gallstones\1Gallstones\a13 (6).jpg,1200,900,JPEG,,
US_00142,,gallstones\1Gallstones\a13 (7).jpg,gallstones\1Gallstones\a13 (7).jpg,1200,900,JPEG,,
US_00143,,gallstones\1Gallstones\a13 (8).jpg,gallstones\1Gallstones\a13 (8).jpg,1200,900,JPEG,,
US_00144,,gallstones\1Gallstones\a13 (9).jpg,gallstones\1Gallstones\a13 (9).jpg,1200,900,JPEG,,
US_00145,,gallstones\1Gallstones\a14 (1).jpg,gallstones\1Gallstones\a14 (1).jpg,1200,900,JPEG,,
US_00146,,gallstones\1Gallstones\a14 (10).jpg,gallstones\1Gallstones\a14 (10).jpg,1200,900,JPEG,,
US_00147,,gallstones\1Gallstones\a14 (11).jpg,gallstones\1Gallstones\a14 (11).jpg,1200,900,JPEG,,
US_00148,,gallstones\1Gallstones\a14 (12).jpg,gallstones\1Gallstones\a14 (12).jpg,1200,900,JPEG,,
US_00149,,gallstones\1Gallstones\a14 (13).jpg,gallstones\1Gallstones\a14 (13).jpg,1200,900,JPEG,,
US_00150,,gallstones\1Gallstones\a14 (14).jpg,gallstones\1Gallstones\a14 (14).jpg,1200,900,JPEG,,
US_00151,,gallstones\1Gallstones\a14 (15).jpg,gallstones\1Gallstones\a14 (15).jpg,1200,900,JPEG,,
US_00152,,gallstones\1Gallstones\a14 (16).jpg,gallstones\1Gallstones\a14 (16).jpg,1200,900,JPEG,,
US_00153,,gallstones\1Gallstones\a14 (17).jpg,gallstones\1Gallstones\a14 (17).jpg,1200,900,JPEG,,
US_00154,,gallstones\1Gallstones\a14 (18).jpg,gallstones\1Gallstones\a14 (18).jpg,1200,900,JPEG,,
US_00155,,gallstones\1Gallstones\a14 (19).jpg,gallstones\1Gallstones\a14 (19).jpg,1200,900,JPEG,,
US_00156,,gallstones\1Gallstones\a14 (2).jpg,gallstones\1Gallstones\a14 (2).jpg,1200,900,JPEG,,
US_00157,,gallstones\1Gallstones\a14 (20).jpg,gallstones\1Gallstones\a14 (20).jpg,1200,900,JPEG,,
US_00158,,gallstones\1Gallstones\a14 (21).jpg,gallstones\1Gallstones\a14 (21).jpg,1200,900,JPEG,,
US_00159,,gallstones\1Gallstones\a14 (22).jpg,gallstones\1Gallstones\a14 (22).jpg,1200,900,JPEG,,
US_00160,,gallstones\1Gallstones\a14 (23).jpg,gallstones\1Gallstones\a14 (23).jpg,1200,900,JPEG,,
US_00161,,gallstones\1Gallstones\a14 (24).jpg,gallstones\1Gallstones\a14 (24).jpg,1200,900,JPEG,,
US_00162,,gallstones\1Gallstones\a14 (25).jpg,gallstones\1Gallstones\a14 (25).jpg,1200,900,JPEG,,
US_00163,,gallstones\1Gallstones\a14 (26).jpg,gallstones\1Gallstones\a14 (26).jpg,1200,900,JPEG,,
US_00164,,gallstones\1Gallstones\a14 (27).jpg,gallstones\1Gallstones\a14 (27).jpg,1200,900,JPEG,,
US_00165,,gallstones\1Gallstones\a14 (28).jpg,gallstones\1Gallstones\a14 (28).jpg,1200,900,JPEG,,
US_00166,,gallstones\1Gallstones\a14 (29).jpg,gallstones\1Gallstones\a14 (29).jpg,1200,900,JPEG,,
US_00167,,gallstones\1Gallstones\a14 (3).jpg,gallstones\1Gallstones\a14 (3).jpg,1200,900,JPEG,,
US_00168,,gallstones\1Gallstones\a14 (30).jpg,gallstones\1Gallstones\a14 (30).jpg,1200,900,JPEG,,
US_00169,,gallstones\1Gallstones\a14 (31).jpg,gallstones\1Gallstones\a14 (31).jpg,1200,900,JPEG,,
US_00170,,gallstones\1Gallstones\a14 (32).jpg,gallstones\1Gallstones\a14 (32).jpg,1200,900,JPEG,,
US_00171,,gallstones\1Gallstones\a14 (33).jpg,gallstones\1Gallstones\a14 (33).jpg,1200,900,JPEG,,
US_00172,,gallstones\1Gallstones\a14 (34).jpg,gallstones\1Gallstones\a14 (34).jpg,1200,900,JPEG,,
US_00173,,gallstones\1Gallstones\a14 (35).jpg,gallstones\1Gallstones\a14 (35).jpg,1200,900,JPEG,,
US_00174,,gallstones\1Gallstones\a14 (36).jpg,gallstones\1Gallstones\a14 (36).jpg,1200,900,JPEG,,
US_00175,,gallstones\1Gallstones\a14 (4).jpg,gallstones\1Gallstones\a14 (4).jpg,1200,900,JPEG,,
US_00176,,gallstones\1Gallstones\a14 (5).jpg,gallstones\1Gallstones\a14 (5).jpg,1200,900,JPEG,,
US_00177,,gallstones\1Gallstones\a14 (6).jpg,gallstones\1Gallstones\a14 (6).jpg,1200,900,JPEG,,
US_00178,,gallstones\1Gallstones\a14 (7).jpg,gallstones\1Gallstones\a14 (7).jpg,1200,900,JPEG,,
US_00179,,gallstones\1Gallstones\a14 (8).jpg,gallstones\1Gallstones\a14 (8).jpg,1200,900,JPEG,,
US_00180,,gallstones\1Gallstones\a14 (9).jpg,gallstones\1Gallstones\a14 (9).jpg,1200,900,JPEG,,
US_00181,,gallstones\1Gallstones\a15 (1).jpg,gallstones\1Gallstones\a15 (1).jpg,1200,900,JPEG,,
US_00182,,gallstones\1Gallstones\a15 (10).jpg,gallstones\1Gallstones\a15 (10).jpg,1200,900,JPEG,,
US_00183,,gallstones\1Gallstones\a15 (11).jpg,gallstones\1Gallstones\a15 (11).jpg,1200,900,JPEG,,
US_00184,,gallstones\1Gallstones\a15 (12).jpg,gallstones\1Gallstones\a15 (12).jpg,1200,900,JPEG,,
US_00185,,gallstones\1Gallstones\a15 (13).jpg,gallstones\1Gallstones\a15 (13).jpg,1200,900,JPEG,,
US_00186,,gallstones\1Gallstones\a15 (14).jpg,gallstones\1Gallstones\a15 (14).jpg,1200,900,JPEG,,
US_00187,,gallstones\1Gallstones\a15 (15).jpg,gallstones\1Gallstones\a15 (15).jpg,1200,900,JPEG,,
US_00188,,gallstones\1Gallstones\a15 (16).jpg,gallstones\1Gallstones\a15 (16).jpg,1200,900,JPEG,,
US_00189,,gallstones\1Gallstones\a15 (17).jpg,gallstones\1Gallstones\a15 (17).jpg,1200,900,JPEG,,
US_00190,,gallstones\1Gallstones\a15 (18).jpg,gallstones\1Gallstones\a15 (18).jpg,1200,900,JPEG,,
US_00191,,gallstones\1Gallstones\a15 (19).jpg,gallstones\1Gallstones\a15 (19).jpg,1200,900,JPEG,,
US_00192,,gallstones\1Gallstones\a15 (2).jpg,gallstones\1Gallstones\a15 (2).jpg,1200,900,JPEG,,
US_00193,,gallstones\1Gallstones\a15 (20).jpg,gallstones\1Gallstones\a15 (20).jpg,1200,900,JPEG,,
US_00194,,gallstones\1Gallstones\a15 (21).jpg,gallstones\1Gallstones\a15 (21).jpg,1200,900,JPEG,,
US_00195,,gallstones\1Gallstones\a15 (22).jpg,gallstones\1Gallstones\a15 (22).jpg,1200,900,JPEG,,
US_00196,,gallstones\1Gallstones\a15 (23).jpg,gallstones\1Gallstones\a15 (23).jpg,1200,900,JPEG,,
US_00197,,gallstones\1Gallstones\a15 (24).jpg,gallstones\1Gallstones\a15 (24).jpg,1200,900,JPEG,,
US_00198,,gallstones\1Gallstones\a15 (3).jpg,gallstones\1Gallstones\a15 (3).jpg,1200,900,JPEG,,
US_00199,,gallstones\1Gallstones\a15 (4).jpg,gallstones\1Gallstones\a15 (4).jpg,1200,900,JPEG,,
US_00200,,gallstones\1Gallstones\a15 (5).jpg,gallstones\1Gallstones\a15 (5).jpg,1200,900,JPEG,,
US_00201,,gallstones\1Gallstones\a15 (6).jpg,gallstones\1Gallstones\a15 (6).jpg,1200,900,JPEG,,
US_00202,,gallstones\1Gallstones\a15 (7).jpg,gallstones\1Gallstones\a15 (7).jpg,1200,900,JPEG,,
US_00203,,gallstones\1Gallstones\a15 (8).jpg,gallstones\1Gallstones\a15 (8).jpg,1200,900,JPEG,,
US_00204,,gallstones\1Gallstones\a15 (9).jpg,gallstones\1Gallstones\a15 (9).jpg,1200,900,JPEG,,
US_00205,,gallstones\1Gallstones\a16 (1).jpg,gallstones\1Gallstones\a16 (1).jpg,1200,900,JPEG,,
US_00206,,gallstones\1Gallstones\a16 (10).jpg,gallstones\1Gallstones\a16 (10).jpg,1200,900,JPEG,,
US_00207,,gallstones\1Gallstones\a16 (11).jpg,gallstones\1Gallstones\a16 (11).jpg,1200,900,JPEG,,
US_00208,,gallstones\1Gallstones\a16 (12).jpg,gallstones\1Gallstones\a16 (12).jpg,1200,900,JPEG,,
US_00209,,gallstones\1Gallstones\a16 (13).jpg,gallstones\1Gallstones\a16 (13).jpg,1200,900,JPEG,,
US_00210,,gallstones\1Gallstones\a16 (14).jpg,gallstones\1Gallstones\a16 (14).jpg,1200,900,JPEG,,
US_00211,,gallstones\1Gallstones\a16 (15).jpg,gallstones\1Gallstones\a16 (15).jpg,1200,900,JPEG,,
US_00212,,gallstones\1Gallstones\a16 (16).jpg,gallstones\1Gallstones\a16 (16).jpg,1200,900,JPEG,,
US_00213,,gallstones\1Gallstones\a16 (17).jpg,gallstones\1Gallstones\a16 (17).jpg,1200,900,JPEG,,
US_00214,,gallstones\1Gallstones\a16 (18).jpg,gallstones\1Gallstones\a16 (18).jpg,1200,900,JPEG,,
US_00215,,gallstones\1Gallstones\a16 (19).jpg,gallstones\1Gallstones\a16 (19).jpg,1200,900,JPEG,,
US_00216,,gallstones\1Gallstones\a16 (2).jpg,gallstones\1Gallstones\a16 (2).jpg,1200,900,JPEG,,
US_00217,,gallstones\1Gallstones\a16 (20).jpg,gallstones\1Gallstones\a16 (20).jpg,1200,900,JPEG,,
US_00218,,gallstones\1Gallstones\a16 (21).jpg,gallstones\1Gallstones\a16 (21).jpg,1200,900,JPEG,,
US_00219,,gallstones\1Gallstones\a16 (22).jpg,gallstones\1Gallstones\a16 (22).jpg,1200,900,JPEG,,
US_00220,,gallstones\1Gallstones\a16 (23).jpg,gallstones\1Gallstones\a16 (23).jpg,1200,900,JPEG,,
US_00221,,gallstones\1Gallstones\a16 (24).jpg,gallstones\1Gallstones\a16 (24).jpg,1200,900,JPEG,,
US_00222,,gallstones\1Gallstones\a16 (3).jpg,gallstones\1Gallstones\a16 (3).jpg,1200,900,JPEG,,
US_00223,,gallstones\1Gallstones\a16 (4).jpg,gallstones\1Gallstones\a16 (4).jpg,1200,900,JPEG,,
US_00224,,gallstones\1Gallstones\a16 (5).jpg,gallstones\1Gallstones\a16 (5).jpg,1200,900,JPEG,,
